nb_lignes;5096
nb_num_clients;5096
nb_NR_actif;0
nb_NR_date_creation_compte;0
nb_NR_A_ete_parraine;106
nb_NR_genre;0
nb_NR_date_naissance;62
nb_NR_inscrit_NL;0
max_date_creation_compte;26/12/2021
min_date_creation_compte;19/02/2013
max_date_naissance;18/10/2014
min_date_naissance;11/05/1930
nb_D_genre;2
nb_D_A_ete_parraine;3
nb_D_actif;2
nb_D_inscrit_NL;2
