num_client;recence;frequence;montant;seg_recence;seg_frequence;seg_montant
ID_332097;7;1;47.99;R1;F1;M1
ID_332156;1;3;79.33;R3;F2;M2
ID_332162;2;5;62.84;R3;F3;M2
ID_332169;6;2;91.24;R2;F2;M2
ID_332251;3;4;58.5975;R2;F3;M2
ID_332282;3;1;47.09;R2;F1;M1
ID_332293;6;2;160.25;R2;F2;M3
ID_332473;1;4;27.87;R3;F3;M1
ID_332561;11;1;40.49;R1;F1;M1
ID_332594;4;7;129.26571429;R2;F3;M3
ID_332869;1;4;38.675;R3;F3;M1
ID_333062;10;2;44.995;R1;F2;M1
ID_333084;5;1;28.99;R2;F1;M1
ID_333113;4;1;30.99;R2;F1;M1
ID_333168;1;7;106.84428571;R3;F3;M3
ID_333174;4;1;17.1;R2;F1;M1
ID_333217;9;1;83.99;R1;F1;M2
ID_333314;5;6;107.995;R2;F3;M3
ID_333402;2;3;38.73;R3;F2;M1
ID_333463;4;3;101.49;R2;F2;M3
ID_333481;5;1;458.6;R2;F1;M3
ID_333490;1;2;84.995;R3;F2;M2
ID_333586;1;3;48.766666667;R3;F2;M1
ID_333667;7;4;52.65;R1;F3;M2
ID_333706;3;2;190.49;R2;F2;M3
ID_333756;3;2;38.845;R2;F2;M1
ID_333901;7;4;297.2575;R1;F3;M3
ID_333927;7;1;27;R1;F1;M1
ID_333960;4;4;45.585;R2;F3;M1
ID_334121;6;1;77.99;R2;F1;M2
ID_334200;3;3;255.49666667;R2;F2;M3
ID_334228;4;1;56.49;R2;F1;M2
ID_334252;4;2;203.12;R2;F2;M3
ID_334274;2;3;32.49;R3;F2;M1
ID_334376;1;7;83.405714286;R3;F3;M2
ID_334430;11;1;150;R1;F1;M3
ID_334475;1;3;28.026666667;R3;F2;M1
ID_334771;2;3;75.26;R3;F2;M2
ID_334870;4;3;62.156666667;R2;F2;M2
ID_334977;3;2;33.395;R2;F2;M1
ID_334988;4;5;78.798;R2;F3;M2
ID_335217;4;8;51.35;R2;F3;M2
ID_335222;2;5;78.536;R3;F3;M2
ID_335287;1;7;89.42;R3;F3;M2
ID_335393;3;1;13.99;R2;F1;M1
ID_335396;12;2;86.745;R1;F2;M2
ID_335556;1;2;271.345;R3;F2;M3
ID_335593;11;1;1108;R1;F1;M3
ID_335699;1;1;87.49;R3;F1;M2
ID_335704;1;3;70.823333333;R3;F2;M2
ID_335865;6;1;25.2;R2;F1;M1
ID_336354;1;2;141.24;R3;F2;M3
ID_336485;5;2;42.745;R2;F2;M1
ID_336693;11;1;145.99;R1;F1;M3
ID_336698;1;6;82.233333333;R3;F3;M2
ID_336772;6;1;68;R2;F1;M2
ID_336870;1;11;61.540909091;R3;F3;M2
ID_336880;4;2;122.35;R2;F2;M3
ID_336887;3;4;57.865;R2;F3;M2
ID_337124;1;10;237.511;R3;F3;M3
ID_337149;2;5;62.23;R3;F3;M2
ID_337425;2;5;60.77;R3;F3;M2
ID_33755;5;4;171.4225;R2;F3;M3
ID_337609;2;7;98.44;R3;F3;M2
ID_337640;2;4;74.6675;R3;F3;M2
ID_337668;2;4;50.12;R3;F3;M2
ID_337696;9;2;120.745;R1;F2;M3
ID_337808;2;3;36.826666667;R3;F2;M1
ID_337947;9;2;41.49;R1;F2;M1
ID_337954;4;1;61.49;R2;F1;M2
ID_337979;1;4;102.3;R3;F3;M3
ID_338261;3;4;131.95;R2;F3;M3
ID_338482;9;1;129.99;R1;F1;M3
ID_338511;1;3;93.56;R3;F2;M2
ID_338571;1;2;70.94;R3;F2;M2
ID_338577;4;2;50.845;R2;F2;M2
ID_338836;11;2;37.595;R1;F2;M1
ID_338852;7;1;139.99;R1;F1;M3
ID_339039;9;2;24.49;R1;F2;M1
ID_339270;6;1;63;R2;F1;M2
ID_339443;2;5;55.194;R3;F3;M2
ID_339457;7;7;67.17;R1;F3;M2
ID_339892;3;7;50.908571429;R2;F3;M2
ID_340037;12;2;66.25;R1;F2;M2
ID_340045;1;1;71.99;R3;F1;M2
ID_340197;1;2;47.05;R3;F2;M1
ID_340530;5;1;99.39;R2;F1;M2
ID_340555;1;3;83.93;R3;F2;M2
ID_340643;1;2;16.595;R3;F2;M1
ID_340652;7;2;207.9;R1;F2;M3
ID_340809;5;3;80.196666667;R2;F2;M2
ID_341092;2;3;318.99666667;R3;F2;M3
ID_341255;12;1;42.2;R1;F1;M1
ID_341356;12;1;73.5;R1;F1;M2
ID_341420;1;3;58.823333333;R3;F2;M2
ID_341464;5;2;97.745;R2;F2;M2
ID_341481;5;1;32.49;R2;F1;M1
ID_341858;7;5;57.534;R1;F3;M2
ID_341919;2;4;142.4175;R3;F3;M3
ID_341959;6;2;22.49;R2;F2;M1
ID_341987;11;1;32.5;R1;F1;M1
ID_342095;7;1;17.2;R1;F1;M1
ID_342207;1;9;139.99666667;R3;F3;M3
ID_342383;6;1;19;R2;F1;M1
ID_34262;9;2;91.99;R1;F2;M2
ID_342766;9;1;48.7;R1;F1;M1
ID_342778;5;4;143.3675;R2;F3;M3
ID_342858;11;1;44.99;R1;F1;M1
ID_342967;3;2;28.3;R2;F2;M1
ID_343168;1;4;66.8425;R3;F3;M2
ID_343238;3;3;121.34333333;R2;F2;M3
ID_343281;10;1;38.99;R1;F1;M1
ID_343359;11;1;18.99;R1;F1;M1
ID_343420;5;1;128.49;R2;F1;M3
ID_343460;9;1;341;R1;F1;M3
ID_343530;4;3;15.323333333;R2;F2;M1
ID_343660;2;2;51.49;R3;F2;M2
ID_344091;1;3;164.73;R3;F2;M3
ID_344110;1;5;82.516;R3;F3;M2
ID_344131;9;4;464.145;R1;F3;M3
ID_344173;4;1;59.5;R2;F1;M2
ID_344249;12;1;45.99;R1;F1;M1
ID_344670;6;1;39.49;R2;F1;M1
ID_344800;3;5;39.596;R2;F3;M1
ID_344887;3;1;27.5;R2;F1;M1
ID_345080;4;5;185.096;R2;F3;M3
ID_345318;11;1;125.99;R1;F1;M3
ID_345354;11;1;41.2;R1;F1;M1
ID_346005;2;4;82.85;R3;F3;M2
ID_346319;1;1;312.99;R3;F1;M3
ID_346353;11;1;62.99;R1;F1;M2
ID_346380;3;1;181.9;R2;F1;M3
ID_346381;2;1;93.99;R3;F1;M2
ID_346813;6;1;168.49;R2;F1;M3
ID_346920;7;3;66.396666667;R1;F2;M2
ID_347810;11;1;21.2;R1;F1;M1
ID_347826;2;2;40.995;R3;F2;M1
ID_347952;2;1;28.7;R3;F1;M1
ID_348034;6;1;142.5;R2;F1;M3
ID_348256;3;1;36.8;R2;F1;M1
ID_348302;10;2;33.2;R1;F2;M1
ID_348375;9;3;65.63;R1;F2;M2
ID_348510;10;2;42.49;R1;F2;M1
ID_348542;5;1;52.99;R2;F1;M2
ID_348613;9;1;74.99;R1;F1;M2
ID_348728;1;5;129.496;R3;F3;M3
ID_348751;12;1;70.5;R1;F1;M2
ID_348772;4;3;71.313333333;R2;F2;M2
ID_348835;5;3;72.996666667;R2;F2;M2
ID_349071;4;3;96.823333333;R2;F2;M2
ID_349267;1;1;26.49;R3;F1;M1
ID_349283;6;2;32.495;R2;F2;M1
ID_349487;12;1;82.49;R1;F1;M2
ID_349527;1;3;19.666666667;R3;F2;M1
ID_349585;1;3;17.49;R3;F2;M1
ID_349816;1;1;24.3;R3;F1;M1
ID_349863;4;1;93.6;R2;F1;M2
ID_350000;1;14;96.789285714;R3;F3;M2
ID_350054;1;4;95.3225;R3;F3;M2
ID_350091;12;1;29.49;R1;F1;M1
ID_350322;1;4;45.85;R3;F3;M1
ID_350357;11;1;41.99;R1;F1;M1
ID_350420;2;7;253.82285714;R3;F3;M3
ID_350575;2;5;291.056;R3;F3;M3
ID_350591;2;1;51.99;R3;F1;M2
ID_350776;2;9;27.54;R3;F3;M1
ID_350778;3;2;169.24;R2;F2;M3
ID_350795;12;1;44.2;R1;F1;M1
ID_350866;1;2;396.4;R3;F2;M3
ID_350944;11;1;14.94;R1;F1;M1
ID_350946;5;1;33.49;R2;F1;M1
ID_351067;9;2;107.24;R1;F2;M3
ID_351172;2;2;55.745;R3;F2;M2
ID_351191;1;2;105.45;R3;F2;M3
ID_351218;3;4;38.67;R2;F3;M1
ID_351603;1;1;330.99;R3;F1;M3
ID_351741;2;1;59;R3;F1;M2
ID_351844;2;3;68.663333333;R3;F2;M2
ID_351861;10;2;81.295;R1;F2;M2
ID_351934;3;2;502.5;R2;F2;M3
ID_352123;2;2;252.745;R3;F2;M3
ID_352136;4;2;28.585;R2;F2;M1
ID_352287;1;2;22.24;R3;F2;M1
ID_352415;2;3;48.426666667;R3;F2;M1
ID_352487;1;4;48.89;R3;F3;M1
ID_352538;3;1;189;R2;F1;M3
ID_352707;6;4;87.395;R2;F3;M2
ID_352930;1;8;80.6375;R3;F3;M2
ID_353027;12;1;44.49;R1;F1;M1
ID_353037;3;7;69.64;R2;F3;M2
ID_353085;6;3;189.53;R2;F2;M3
ID_353171;1;2;105.74;R3;F2;M3
ID_353373;4;1;97.99;R2;F1;M2
ID_353453;4;6;177.36;R2;F3;M3
ID_353481;10;6;187.08166667;R1;F3;M3
ID_353521;1;2;69.7;R3;F2;M2
ID_354047;1;3;29.466666667;R3;F2;M1
ID_354067;1;5;224.294;R3;F3;M3
ID_354099;4;1;179.99;R2;F1;M3
ID_354103;2;3;114.32666667;R3;F2;M3
ID_354164;1;1;21.49;R3;F1;M1
ID_354214;3;1;107;R2;F1;M3
ID_354780;12;1;108.49;R1;F1;M3
ID_354824;3;4;171.2425;R2;F3;M3
ID_355041;12;1;108.49;R1;F1;M3
ID_355107;4;1;59.5;R2;F1;M2
ID_355112;11;1;32.2;R1;F1;M1
ID_355282;1;3;167.76333333;R3;F2;M3
ID_355436;3;3;150.53;R2;F2;M3
ID_355492;6;4;677.2425;R2;F3;M3
ID_355536;1;1;32.79;R3;F1;M1
ID_355550;1;5;86.042;R3;F3;M2
ID_355554;9;2;71.995;R1;F2;M2
ID_355761;6;1;78.49;R2;F1;M2
ID_356140;1;2;61.49;R3;F2;M2
ID_356412;5;4;20.82;R2;F3;M1
ID_356694;1;3;24.033333333;R3;F2;M1
ID_356725;1;4;32.375;R3;F3;M1
ID_356771;5;3;40.466666667;R2;F2;M1
ID_356778;4;3;619.76666667;R2;F2;M3
ID_356791;3;2;160.3;R2;F2;M3
ID_356882;9;4;48.675;R1;F3;M1
ID_356904;1;5;53.152;R3;F3;M2
ID_356921;5;1;155.8;R2;F1;M3
ID_357026;7;1;117.6;R1;F1;M3
ID_357364;1;3;202.89333333;R3;F2;M3
ID_3574;2;4;84.85;R3;F3;M2
ID_357546;2;3;106.74333333;R3;F2;M3
ID_357794;9;4;202.55;R1;F3;M3
ID_357903;1;2;105.5;R3;F2;M3
ID_358192;2;2;316.245;R3;F2;M3
ID_358540;11;2;187.745;R1;F2;M3
ID_358717;2;4;43.135;R3;F3;M1
ID_358740;12;1;44.2;R1;F1;M1
ID_358935;10;1;327;R1;F1;M3
ID_359202;9;1;203;R1;F1;M3
ID_35922;12;1;67;R1;F1;M2
ID_359347;1;5;67.7;R3;F3;M2
ID_3594;10;2;80.845;R1;F2;M2
ID_359516;3;3;145.16;R2;F2;M3
ID_359621;9;1;75.99;R1;F1;M2
ID_359655;3;7;81.54;R2;F3;M2
ID_359747;10;4;59.795;R1;F3;M2
ID_359878;3;4;31.32;R2;F3;M1
ID_360142;1;6;256.38166667;R3;F3;M3
ID_360262;6;3;34.166666667;R2;F2;M1
ID_360289;1;7;85.751428571;R3;F3;M2
ID_360294;11;1;64.89;R1;F1;M2
ID_360391;11;1;80.2;R1;F1;M2
ID_360567;2;3;65.596666667;R3;F2;M2
ID_360614;2;5;88.134;R3;F3;M2
ID_360644;1;2;8.745;R3;F2;M1
ID_360714;3;1;16.2;R2;F1;M1
ID_360731;1;3;69.996666667;R3;F2;M2
ID_360870;2;4;141.46;R3;F3;M3
ID_360969;1;3;40.266666667;R3;F2;M1
ID_360971;1;10;128.071;R3;F3;M3
ID_361060;3;2;42.74;R2;F2;M1
ID_361089;4;1;68;R2;F1;M2
ID_361141;12;1;39.49;R1;F1;M1
ID_361382;6;3;33.463333333;R2;F2;M1
ID_361394;1;5;84.936;R3;F3;M2
ID_361505;2;3;80.823333333;R3;F2;M2
ID_361706;4;6;66.573333333;R2;F3;M2
ID_361714;3;1;320.49;R2;F1;M3
ID_361822;2;2;236;R3;F2;M3
ID_361851;10;1;40.7;R1;F1;M1
ID_361909;10;3;80.493333333;R1;F2;M2
ID_361934;12;1;177.25;R1;F1;M3
ID_362078;12;1;69.7;R1;F1;M2
ID_362245;7;1;19.7;R1;F1;M1
ID_362252;7;3;151.33;R1;F2;M3
ID_362384;3;1;37.49;R2;F1;M1
ID_362747;1;5;122.026;R3;F3;M3
ID_362822;9;2;28.095;R1;F2;M1
ID_362967;6;1;591.99;R2;F1;M3
ID_363149;2;1;43.49;R3;F1;M1
ID_363224;2;3;94.896666667;R3;F2;M2
ID_363665;12;1;15.65;R1;F1;M1
ID_363730;2;2;31.495;R3;F2;M1
ID_364235;3;1;27.49;R2;F1;M1
ID_364501;1;7;76.877142857;R3;F3;M2
ID_364543;12;2;49.49;R1;F2;M1
ID_364545;10;1;35.8;R1;F1;M1
ID_364674;11;1;27.2;R1;F1;M1
ID_364688;3;4;48.87;R2;F3;M1
ID_365059;1;4;29.325;R3;F3;M1
ID_365375;2;2;38.4;R3;F2;M1
ID_365449;9;2;45.24;R1;F2;M1
ID_365535;1;7;37.041428571;R3;F3;M1
ID_365850;1;3;102.19;R3;F2;M3
ID_365892;6;3;452.49666667;R2;F2;M3
ID_365998;10;1;34.99;R1;F1;M1
ID_36602;2;1;339;R3;F1;M3
ID_366764;1;4;130.3375;R3;F3;M3
ID_366765;9;2;49.495;R1;F2;M1
ID_366864;1;3;56.166666667;R3;F2;M2
ID_366964;2;5;15.69;R3;F3;M1
ID_366968;1;12;65.738181818;R3;F3;M2
ID_367189;1;2;29.45;R3;F2;M1
ID_367219;2;4;159.02;R3;F3;M3
ID_367327;7;1;103.99;R1;F1;M3
ID_367652;1;6;62.36;R3;F3;M2
ID_367745;12;3;83.7;R1;F2;M2
ID_367958;9;1;77.99;R1;F1;M2
ID_368008;3;2;202.3;R2;F2;M3
ID_368193;3;3;150.89333333;R2;F2;M3
ID_368278;1;4;43.6825;R3;F3;M1
ID_368334;6;2;108.245;R2;F2;M3
ID_368749;4;3;57.096666667;R2;F2;M2
ID_368958;5;1;161.99;R2;F1;M3
ID_368972;6;1;16.4;R2;F1;M1
ID_369148;1;5;70.73;R3;F3;M2
ID_369171;6;5;75.175;R2;F3;M2
ID_369233;1;5;104.19;R3;F3;M3
ID_369265;10;1;65.2;R1;F1;M2
ID_369576;11;1;21.94;R1;F1;M1
ID_369913;3;4;64.395;R2;F3;M2
ID_369917;11;1;24.8;R1;F1;M1
ID_369930;4;1;60.98;R2;F1;M2
ID_370075;3;5;74.954;R2;F3;M2
ID_370091;10;3;27.4;R1;F2;M1
ID_370639;1;4;196.2425;R3;F3;M3
ID_370906;3;3;149.09666667;R2;F2;M3
ID_371245;6;1;37.99;R2;F1;M1
ID_371247;1;9;64.62;R3;F3;M2
ID_371272;1;2;31.995;R3;F2;M1
ID_371298;6;4;226.77;R2;F3;M3
ID_371435;1;5;43.224;R3;F3;M1
ID_371797;9;3;72.033333333;R1;F2;M2
ID_371832;1;11;26.528181818;R3;F3;M1
ID_372152;11;1;22.89;R1;F1;M1
ID_372194;4;8;141.18;R2;F3;M3
ID_372431;2;2;31.245;R3;F2;M1
ID_372820;10;1;66.5;R1;F1;M2
ID_373252;10;1;136.5;R1;F1;M3
ID_373824;1;4;105.2425;R3;F3;M3
ID_373835;6;2;61.74;R2;F2;M2
ID_373928;3;2;42.99;R2;F2;M1
ID_374201;1;14;124.13285714;R3;F3;M3
ID_375120;10;3;20.266666667;R1;F2;M1
ID_37513;9;1;32.99;R1;F1;M1
ID_375373;3;1;130.39;R2;F1;M3
ID_375491;4;3;43.3;R2;F2;M1
ID_375500;1;6;77.573333333;R3;F3;M2
ID_375538;3;2;29.64;R2;F2;M1
ID_375543;3;2;42.95;R2;F2;M1
ID_375570;1;2;42.895;R3;F2;M1
ID_375584;11;1;71.5;R1;F1;M2
ID_375859;1;1;59.99;R3;F1;M2
ID_375970;2;6;40.64;R3;F3;M1
ID_376034;1;2;157.245;R3;F2;M3
ID_376046;10;1;83.19;R1;F1;M2
ID_376067;2;1;545.49;R3;F1;M3
ID_376083;4;4;78.175;R2;F3;M2
ID_376214;1;1;197.5;R3;F1;M3
ID_376363;2;3;137.24666667;R3;F2;M3
ID_37652;2;3;35.43;R3;F2;M1
ID_376773;3;3;63.156666667;R2;F2;M2
ID_376864;2;1;67.49;R3;F1;M2
ID_376968;10;2;29.245;R1;F2;M1
ID_377213;6;1;25.6;R2;F1;M1
ID_377285;1;2;187.695;R3;F2;M3
ID_377930;6;8;149.0975;R2;F3;M3
ID_378045;2;5;42.818;R3;F3;M1
ID_378267;7;1;29.99;R1;F1;M1
ID_378282;1;5;86.79;R3;F3;M2
ID_378307;5;2;131;R2;F2;M3
ID_378413;3;1;140.99;R2;F1;M3
ID_378500;10;1;66.5;R1;F1;M2
ID_378532;6;1;36.49;R2;F1;M1
ID_378576;12;2;69.24;R1;F2;M2
ID_378680;7;1;20.99;R1;F1;M1
ID_378724;12;1;43.49;R1;F1;M1
ID_378777;2;2;57.74;R3;F2;M2
ID_379052;4;3;21.43;R2;F2;M1
ID_379101;2;3;26.493333333;R3;F2;M1
ID_379115;1;1;79.5;R3;F1;M2
ID_379264;9;2;315.5;R1;F2;M3
ID_379540;5;4;51.9425;R2;F3;M2
ID_379628;2;5;117.092;R3;F3;M3
ID_379859;2;3;67.066666667;R3;F2;M2
ID_379949;1;2;27.24;R3;F2;M1
ID_379950;11;1;21.94;R1;F1;M1
ID_38004;4;1;95.49;R2;F1;M2
ID_380246;3;4;354.495;R2;F3;M3
ID_380297;1;3;142.32666667;R3;F2;M3
ID_380321;3;4;24.7725;R2;F3;M1
ID_380674;1;4;210.0575;R3;F3;M3
ID_380726;1;7;59.968571429;R3;F3;M2
ID_381134;2;4;240.045;R3;F3;M3
ID_381404;2;4;24.615;R3;F3;M1
ID_381429;2;7;57.381428571;R3;F3;M2
ID_381460;2;6;87.191666667;R3;F3;M2
ID_381540;1;2;65.495;R3;F2;M2
ID_381609;2;1;8.99;R3;F1;M1
ID_381825;11;1;34.2;R1;F1;M1
ID_382170;1;2;73.865;R3;F2;M2
ID_382182;1;8;566.35875;R3;F3;M3
ID_382272;3;2;36.25;R2;F2;M1
ID_382340;1;5;31.794;R3;F3;M1
ID_382423;1;4;23.9075;R3;F3;M1
ID_382556;2;5;60.032;R3;F3;M2
ID_382939;11;2;30.4;R1;F2;M1
ID_382985;2;4;56.33;R3;F3;M2
ID_383095;7;2;118.74;R1;F2;M3
ID_383188;1;2;28.94;R3;F2;M1
ID_383385;3;2;69.195;R2;F2;M2
ID_38353;7;2;147.595;R1;F2;M3
ID_383658;11;2;459;R1;F2;M3
ID_383715;1;1;27.49;R3;F1;M1
ID_383810;11;1;52.5;R1;F1;M2
ID_383897;6;1;102.79;R2;F1;M3
ID_384015;5;3;197.99666667;R2;F2;M3
ID_384045;12;1;67.99;R1;F1;M2
ID_384096;6;1;93.49;R2;F1;M2
ID_384209;4;3;205.33;R2;F2;M3
ID_384258;1;3;40.273333333;R3;F2;M1
ID_384349;9;2;65.725;R1;F2;M2
ID_384511;1;3;84.4;R3;F2;M2
ID_385029;2;4;132.995;R3;F3;M3
ID_385179;3;1;43.39;R2;F1;M1
ID_385265;1;3;42.49;R3;F2;M1
ID_385513;2;5;41.29;R3;F3;M1
ID_385663;3;1;18.8;R2;F1;M1
ID_385736;3;1;68.1;R2;F1;M2
ID_385754;2;3;92.066666667;R3;F2;M2
ID_386013;6;2;52.095;R2;F2;M2
ID_386237;5;2;107.87;R2;F2;M3
ID_386400;4;2;106.2;R2;F2;M3
ID_386488;2;1;32.99;R3;F1;M1
ID_386566;2;4;146.615;R3;F3;M3
ID_386609;11;2;40.95;R1;F2;M1
ID_387116;4;4;38.975;R2;F3;M1
ID_387130;2;6;70.026666667;R3;F3;M2
ID_387178;3;2;44.6;R2;F2;M1
ID_387181;1;4;95.8725;R3;F3;M2
ID_387289;6;6;89.68;R2;F3;M2
ID_387530;1;1;15.99;R3;F1;M1
ID_387618;5;2;146.495;R2;F2;M3
ID_387744;9;1;244;R1;F1;M3
ID_387768;1;4;81.3675;R3;F3;M2
ID_387781;6;1;61.49;R2;F1;M2
ID_388842;6;1;61.5;R2;F1;M2
ID_389153;3;1;27.5;R2;F1;M1
ID_389175;2;2;484.495;R3;F2;M3
ID_389239;2;2;226.795;R3;F2;M3
ID_389565;1;1;93.49;R3;F1;M2
ID_389643;3;1;284.99;R2;F1;M3
ID_389692;7;1;142;R1;F1;M3
ID_389859;3;1;320.49;R2;F1;M3
ID_390211;1;7;152.8;R3;F3;M3
ID_390298;10;1;51.5;R1;F1;M2
ID_390366;4;1;97.25;R2;F1;M2
ID_390896;1;4;322.865;R3;F3;M3
ID_391060;1;10;87.145;R3;F3;M2
ID_391171;1;2;297.095;R3;F2;M3
ID_391217;2;5;47.334;R3;F3;M1
ID_391258;1;11;43.171818182;R3;F3;M1
ID_391305;4;1;77.75;R2;F1;M2
ID_391455;12;1;44.2;R1;F1;M1
ID_391497;5;1;44;R2;F1;M1
ID_391709;6;1;29.9;R2;F1;M1
ID_391809;3;2;83.99;R2;F2;M2
ID_391989;11;2;32.965;R1;F2;M1
ID_392113;1;2;50.495;R3;F2;M2
ID_392131;2;3;94.9;R3;F2;M2
ID_392294;2;4;73.345;R3;F3;M2
ID_392465;1;1;28.99;R3;F1;M1
ID_392784;1;4;56.355;R3;F3;M2
ID_393677;12;1;36;R1;F1;M1
ID_393941;4;3;68.666666667;R2;F2;M2
ID_394052;5;1;17.2;R2;F1;M1
ID_394266;1;2;87.995;R3;F2;M2
ID_394959;2;2;26.095;R3;F2;M1
ID_395076;4;1;34.2;R2;F1;M1
ID_395250;2;2;64.295;R3;F2;M2
ID_395889;6;1;22.49;R2;F1;M1
ID_395914;4;1;163.19;R2;F1;M3
ID_395993;5;1;177.5;R2;F1;M3
ID_396266;1;4;77.745;R3;F3;M2
ID_396428;7;1;51.1;R1;F1;M2
ID_396622;2;1;315.99;R3;F1;M3
ID_396656;6;2;61.095;R2;F2;M2
ID_396777;1;3;39.323333333;R3;F2;M1
ID_397826;1;2;249.35;R3;F2;M3
ID_398785;1;2;32.24;R3;F2;M1
ID_399488;2;2;61.495;R3;F2;M2
ID_400191;10;1;36.49;R1;F1;M1
ID_401088;9;1;154;R1;F1;M3
ID_401292;2;1;43.49;R3;F1;M1
ID_401308;1;4;29.4325;R3;F3;M1
ID_401423;2;6;203.58;R3;F3;M3
ID_401432;3;1;163.29;R2;F1;M3
ID_401586;2;4;41.365;R3;F3;M1
ID_401601;5;3;83.226666667;R2;F2;M2
ID_401918;3;5;83.492;R2;F3;M2
ID_401947;6;2;174;R2;F2;M3
ID_402028;1;4;127.245;R3;F3;M3
ID_402238;7;1;194.99;R1;F1;M3
ID_402574;1;5;34.956;R3;F3;M1
ID_403041;7;1;54.49;R1;F1;M2
ID_404125;2;2;38.945;R3;F2;M1
ID_404128;1;6;106.71;R3;F3;M3
ID_404250;11;1;32.99;R1;F1;M1
ID_404315;4;1;309;R2;F1;M3
ID_404319;9;1;56.99;R1;F1;M2
ID_404387;2;1;66;R3;F1;M2
ID_404389;6;1;46.44;R2;F1;M1
ID_404517;2;3;39.426666667;R3;F2;M1
ID_404530;1;9;55.952222222;R3;F3;M2
ID_404693;5;1;114.49;R2;F1;M3
ID_404724;5;4;48.0825;R2;F3;M1
ID_405019;4;1;41.99;R2;F1;M1
ID_405183;7;1;33;R1;F1;M1
ID_405521;3;3;37.566666667;R2;F2;M1
ID_405782;1;3;108.26666667;R3;F2;M3
ID_406749;2;8;30.4;R3;F3;M1
ID_406802;1;2;25.24;R3;F2;M1
ID_407116;1;1;339.99;R3;F1;M3
ID_408222;4;5;39.2975;R2;F3;M1
ID_41031;1;1;118.99;R3;F1;M3
ID_410466;9;4;76.0475;R1;F3;M2
ID_41088;1;9;354.38777778;R3;F3;M3
ID_411150;4;4;39.1925;R2;F3;M1
ID_411294;2;1;23;R3;F1;M1
ID_411668;2;1;32.8;R3;F1;M1
ID_412040;1;6;25.741666667;R3;F3;M1
ID_412587;6;3;75.263333333;R2;F2;M2
ID_412784;12;2;662;R1;F2;M3
ID_413052;5;1;67;R2;F1;M2
ID_413064;6;2;47.045;R2;F2;M1
ID_413487;12;1;114.39;R1;F1;M3
ID_413620;4;2;102.97;R2;F2;M3
ID_413816;5;6;20.728333333;R2;F3;M1
ID_413946;2;5;83.734;R3;F3;M2
ID_414038;1;6;110.74;R3;F3;M3
ID_414088;7;1;310;R1;F1;M3
ID_414176;3;2;49.6;R2;F2;M1
ID_414192;3;7;147.63571429;R2;F3;M3
ID_414263;5;1;45.49;R2;F1;M1
ID_414511;3;3;87.83;R2;F2;M2
ID_414545;1;4;186.74;R3;F3;M3
ID_414733;2;4;24.6975;R3;F3;M1
ID_414810;1;6;54.93;R3;F3;M2
ID_414893;1;1;29;R3;F1;M1
ID_414908;5;4;92.7975;R2;F3;M2
ID_414941;2;2;87.74;R3;F2;M2
ID_415044;1;2;285.49;R3;F2;M3
ID_415610;1;7;120.30571429;R3;F3;M3
ID_416019;10;2;120.35;R1;F2;M3
ID_416353;9;1;31.99;R1;F1;M1
ID_416469;11;1;41.99;R1;F1;M1
ID_416888;7;4;59.2475;R1;F3;M2
ID_416967;2;5;28.878;R3;F3;M1
ID_417245;3;2;98.745;R2;F2;M2
ID_417549;11;1;17.2;R1;F1;M1
ID_417657;1;4;60.4425;R3;F3;M2
ID_417674;1;3;107.66333333;R3;F2;M3
ID_417714;9;2;39.6;R1;F2;M1
ID_417804;1;1;25.8;R3;F1;M1
ID_417950;9;1;22.7;R1;F1;M1
ID_417972;1;5;123.816;R3;F3;M3
ID_418139;1;3;74.966666667;R3;F2;M2
ID_418266;4;2;172.845;R2;F2;M3
ID_418296;1;3;50.66;R3;F2;M2
ID_418516;1;1;63;R3;F1;M2
ID_418582;2;9;70.994444444;R3;F3;M2
ID_418694;7;1;39.49;R1;F1;M1
ID_418915;10;2;38.2;R1;F2;M1
ID_419037;1;1;24.8;R3;F1;M1
ID_419405;1;8;23.95;R3;F3;M1
ID_419531;9;1;55.8;R1;F1;M2
ID_419556;3;4;103.785;R2;F3;M3
ID_419770;3;7;88.062857143;R2;F3;M2
ID_420000;3;1;283.49;R2;F1;M3
ID_420151;2;3;97.463333333;R3;F2;M2
ID_420215;10;1;94.99;R1;F1;M2
ID_420270;12;1;48.5;R1;F1;M1
ID_420363;6;5;90.144;R2;F3;M2
ID_420401;3;1;33.99;R2;F1;M1
ID_420450;4;4;81.375;R2;F3;M2
ID_420535;1;10;69.39;R3;F3;M2
ID_420708;11;1;171.8;R1;F1;M3
ID_420758;6;3;72.796666667;R2;F2;M2
ID_420970;2;1;44.7;R3;F1;M1
ID_420998;3;1;14.7;R2;F1;M1
ID_421210;1;3;67.156666667;R3;F2;M2
ID_421224;6;3;17.66;R2;F2;M1
ID_421351;12;1;15.99;R1;F1;M1
ID_421565;2;2;20.49;R3;F2;M1
ID_422210;1;3;77.326666667;R3;F2;M2
ID_422605;6;4;29.7925;R2;F3;M1
ID_422815;4;1;19.49;R2;F1;M1
ID_422883;1;1;10.95;R3;F1;M1
ID_423235;12;1;144;R1;F1;M3
ID_423310;2;5;165.104;R3;F3;M3
ID_423348;9;2;65.9;R1;F2;M2
ID_423512;5;4;28.0225;R2;F3;M1
ID_423545;11;1;70.99;R1;F1;M2
