num_client;recence;frequence;montant;seg_recence;seg_frequence;seg_montant
ID_202305;4;2;25.095;R2;F2;M1
ID_202687;1;2;286.25;R3;F2;M3
ID_202882;2;5;207.994;R3;F3;M3
ID_203545;4;4;285.6675;R2;F3;M3
ID_203594;1;4;47.4725;R3;F3;M1
ID_203619;1;4;284.6;R3;F3;M3
ID_203624;1;10;116.605;R3;F3;M3
ID_203735;1;1;14.49;R3;F1;M1
ID_203781;7;2;111.495;R1;F2;M3
ID_203858;4;3;62.066666667;R2;F2;M2
ID_204191;4;2;52.74;R2;F2;M2
ID_204382;2;4;46.0475;R3;F3;M1
ID_204787;12;1;18.4;R1;F1;M1
ID_205053;9;1;31.99;R1;F1;M1
ID_205164;2;18;118.93277778;R3;F3;M3
ID_205511;3;2;35.9;R2;F2;M1
ID_205737;7;1;53.99;R1;F1;M2
ID_206064;3;2;21.65;R2;F2;M1
ID_206162;4;2;126.75;R2;F2;M3
ID_206332;4;1;238.49;R2;F1;M3
ID_206459;11;1;193;R1;F1;M3
ID_206605;1;1;55.8;R3;F1;M2
ID_206685;1;3;98.24;R3;F2;M2
ID_206877;3;1;82.99;R2;F1;M2
ID_207099;6;1;21.49;R2;F1;M1
ID_207334;10;2;75.295;R1;F2;M2
ID_207362;6;3;20.963333333;R2;F2;M1
ID_207398;1;1;71.8;R3;F1;M2
ID_207516;9;1;39.5;R1;F1;M1
ID_207538;9;4;63.8225;R1;F3;M2
ID_207824;4;2;313.99;R2;F2;M3
ID_207921;9;4;163.295;R1;F3;M3
ID_207986;1;7;78.021428571;R3;F3;M2
ID_208046;3;2;196.49;R2;F2;M3
ID_208250;1;7;52.448571429;R3;F3;M2
ID_208833;2;8;65.21;R3;F3;M2
ID_208969;2;8;45.1825;R3;F3;M1
ID_209074;5;5;80.392;R2;F3;M2
ID_209946;2;1;10;R3;F1;M1
ID_210145;2;1;18.49;R3;F1;M1
ID_210273;3;5;164.99;R2;F3;M3
ID_210343;3;4;136.065;R2;F3;M3
ID_210705;4;1;129.49;R2;F1;M3
ID_210776;1;4;40.2925;R3;F3;M1
ID_21078;1;3;58.663333333;R3;F2;M2
ID_210866;4;2;57.2;R2;F2;M2
ID_211168;12;1;25.6;R1;F1;M1
ID_211422;1;4;44.365;R3;F3;M1
ID_211647;4;4;51.65;R2;F3;M2
ID_211885;3;4;51.9375;R2;F3;M2
ID_21192;6;4;96.0475;R2;F3;M2
ID_212011;1;4;99.62;R3;F3;M2
ID_212028;12;1;96;R1;F1;M2
ID_212186;3;2;29.3;R2;F2;M1
ID_212297;1;8;52.8;R3;F3;M2
ID_212445;2;3;112.36;R3;F2;M3
ID_212745;2;3;81.896666667;R3;F2;M2
ID_212991;1;5;145.478;R3;F3;M3
ID_212997;2;2;45.395;R3;F2;M1
ID_213229;7;4;48.745;R1;F3;M1
ID_213311;7;2;56.225;R1;F2;M2
ID_21342;2;2;17.35;R3;F2;M1
ID_213476;5;1;53.7;R2;F1;M2
ID_213612;9;4;85;R1;F3;M2
ID_213846;4;8;125.1175;R2;F3;M3
ID_213886;11;1;221;R1;F1;M3
ID_213907;5;1;163;R2;F1;M3
ID_213963;9;3;77.063333333;R1;F2;M2
ID_214;9;3;61.366666667;R1;F2;M2
ID_214225;2;2;41.95;R3;F2;M1
ID_214261;1;4;129.7;R3;F3;M3
ID_214408;2;4;33.8925;R3;F3;M1
ID_214546;5;1;15.99;R2;F1;M1
ID_214825;3;4;167.4925;R2;F3;M3
ID_215040;4;1;223.66;R2;F1;M3
ID_215118;3;2;43.24;R2;F2;M1
ID_215410;5;2;391.75;R2;F2;M3
ID_215475;4;1;704.99;R2;F1;M3
ID_215501;1;5;47.03;R3;F3;M1
ID_215581;12;1;104.49;R1;F1;M3
ID_215769;5;3;102.125;R2;F2;M3
ID_215781;10;1;246.7;R1;F1;M3
ID_215881;5;1;85.99;R2;F1;M2
ID_215972;2;5;153.092;R3;F3;M3
ID_216740;9;1;32.99;R1;F1;M1
ID_216823;1;2;145.14;R3;F2;M3
ID_217164;10;1;120.45;R1;F1;M3
ID_217459;6;2;49.15;R2;F2;M1
ID_217831;2;4;53.1925;R3;F3;M2
ID_217876;2;2;29.345;R3;F2;M1
ID_217952;2;2;122.99;R3;F2;M3
ID_218077;1;5;217.208;R3;F3;M3
ID_218591;2;1;37.5;R3;F1;M1
ID_218627;2;1;59.99;R3;F1;M2
ID_218639;1;3;225.66;R3;F2;M3
ID_218690;1;4;125.115;R3;F3;M3
ID_218739;3;1;28.8;R2;F1;M1
ID_218819;2;7;93.75;R3;F3;M2
ID_218890;6;2;97.8;R2;F2;M2
ID_219260;12;1;104.49;R1;F1;M3
ID_219394;3;4;96.4175;R2;F3;M2
ID_219507;1;10;124.16888889;R3;F3;M3
ID_219654;6;1;35;R2;F1;M1
ID_219663;7;1;19.31;R1;F1;M1
ID_219676;2;3;66.66;R3;F2;M2
ID_219703;5;5;159.814;R2;F3;M3
ID_219747;2;5;68.194;R3;F3;M2
ID_220522;1;5;41.834;R3;F3;M1
ID_220886;5;4;39.99;R2;F3;M1
ID_220905;2;6;168.34333333;R3;F3;M3
ID_220916;1;1;33.49;R3;F1;M1
ID_220977;2;7;139.80285714;R3;F3;M3
ID_221116;1;1;29.6;R3;F1;M1
ID_221173;1;1;25.49;R3;F1;M1
ID_221237;1;1;179;R3;F1;M3
ID_221300;1;2;57.745;R3;F2;M2
ID_221401;3;4;22.185;R2;F3;M1
ID_221438;2;2;28.095;R3;F2;M1
ID_221656;2;4;45.45;R3;F3;M1
ID_221690;1;2;83.65;R3;F2;M2
ID_221869;1;4;62.8225;R3;F3;M2
ID_221896;1;1;56.99;R3;F1;M2
ID_222148;4;5;24.456;R2;F3;M1
ID_222184;1;7;52.862857143;R3;F3;M2
ID_222285;1;7;38.641428571;R3;F3;M1
ID_222331;4;1;16.6;R2;F1;M1
ID_222365;1;8;49.65125;R3;F3;M1
ID_222670;1;3;89.966666667;R3;F2;M2
ID_222699;1;2;91.495;R3;F2;M2
ID_222865;2;6;41.941666667;R3;F3;M1
ID_222910;1;1;329.99;R3;F1;M3
ID_223060;2;5;402.115;R3;F3;M3
ID_2231;7;2;29.24;R1;F2;M1
ID_22311;10;3;219.84666667;R1;F2;M3
ID_223457;1;2;54.89;R3;F2;M2
ID_223727;10;2;23.4;R1;F2;M1
ID_223885;1;6;113.90666667;R3;F3;M3
ID_224097;1;4;74.925;R3;F3;M2
ID_224520;1;4;79.74;R3;F3;M2
ID_224721;11;1;45.99;R1;F1;M1
ID_224784;11;1;778;R1;F1;M3
ID_225064;4;1;17.2;R2;F1;M1
ID_225108;5;3;81.943333333;R2;F2;M2
ID_225369;4;2;21.74;R2;F2;M1
ID_225645;4;6;117.6;R2;F3;M3
ID_225739;5;2;79.74;R2;F2;M2
ID_225750;12;1;36.5;R1;F1;M1
ID_225849;2;4;41.166666667;R3;F3;M1
ID_226;2;2;230.99;R3;F2;M3
ID_226182;1;3;101.66;R3;F2;M3
ID_226216;1;3;91.323333333;R3;F2;M2
ID_226223;12;1;99;R1;F1;M2
ID_226228;6;5;65.79;R2;F3;M2
ID_226401;11;1;28.99;R1;F1;M1
ID_226697;1;2;73.795;R3;F2;M2
ID_227064;2;4;36.22;R3;F3;M1
ID_227160;1;9;89.863333333;R3;F3;M2
ID_227199;3;1;37;R2;F1;M1
ID_227266;2;3;36.156666667;R3;F2;M1
ID_227507;9;1;87.6;R1;F1;M2
ID_227576;2;3;46.533333333;R3;F2;M1
ID_227730;6;4;123.3675;R2;F3;M3
ID_227924;2;4;164.82;R3;F3;M3
ID_228367;2;1;19.7;R3;F1;M1
ID_228387;1;3;197.86333333;R3;F2;M3
ID_228583;9;1;97.25;R1;F1;M2
ID_228644;12;1;60.99;R1;F1;M2
ID_228733;2;2;49.345;R3;F2;M1
ID_229;5;1;39.49;R2;F1;M1
ID_229103;1;3;93.23;R3;F2;M2
ID_229312;1;7;200.36714286;R3;F3;M3
ID_229315;6;2;69.74;R2;F2;M2
ID_229317;1;4;285.07;R3;F3;M3
ID_229597;1;7;68.42;R3;F3;M2
ID_229761;9;2;161.995;R1;F2;M3
ID_230038;1;2;33.245;R3;F2;M1
ID_230168;1;14;59.629285714;R3;F3;M2
ID_231015;5;1;18.99;R2;F1;M1
ID_231036;1;6;188.79666667;R3;F3;M3
ID_231105;1;3;55.196666667;R3;F2;M2
ID_231478;5;2;31.965;R2;F2;M1
ID_231591;4;3;141.49333333;R2;F2;M3
ID_231833;3;7;39.911428571;R2;F3;M1
ID_232003;1;1;28.99;R3;F1;M1
ID_232247;12;1;67.99;R1;F1;M2
ID_232932;9;1;148.49;R1;F1;M3
ID_233165;1;9;40.462222222;R3;F3;M1
ID_233468;3;4;86.805;R2;F3;M2
ID_233471;1;1;659;R3;F1;M3
ID_233646;3;4;130.4725;R2;F3;M3
ID_233808;2;4;46.7925;R3;F3;M1
ID_234116;1;5;63.87;R3;F3;M2
ID_234172;1;1;97;R3;F1;M2
ID_234949;4;3;59.826666667;R2;F2;M2
ID_235128;12;1;114.7;R1;F1;M3
ID_235268;9;1;33.49;R1;F1;M1
ID_235312;4;3;80.1;R2;F2;M2
ID_235407;6;2;101.25;R2;F2;M3
ID_235446;9;1;36.99;R1;F1;M1
ID_235708;2;15;104.10428571;R3;F3;M3
ID_235788;5;1;27.7;R2;F1;M1
ID_235896;5;2;38.7;R2;F2;M1
ID_235942;5;1;44.2;R2;F1;M1
ID_236044;1;5;33.1225;R3;F3;M1
ID_236118;3;2;38.5;R2;F2;M1
ID_236205;3;1;22.7;R2;F1;M1
ID_236480;1;5;46.318;R3;F3;M1
ID_236485;1;4;50.6425;R3;F3;M2
ID_236533;11;1;39.49;R1;F1;M1
ID_236605;1;1;42.49;R3;F1;M1
ID_236629;9;3;80.666666667;R1;F2;M2
ID_236655;2;2;55.745;R3;F2;M2
ID_236782;4;3;107.32666667;R2;F2;M3
ID_236904;1;2;143.995;R3;F2;M3
ID_236924;3;3;74.63;R2;F2;M2
ID_236975;1;10;81.448;R3;F3;M2
ID_2370;11;2;60.65;R1;F2;M2
ID_237025;2;7;43.762857143;R3;F3;M1
ID_237150;2;2;65.495;R3;F2;M2
ID_238492;7;4;78.7425;R1;F3;M2
ID_238771;2;5;254.634;R3;F3;M3
ID_238798;2;5;111.934;R3;F3;M3
ID_238817;2;1;179.49;R3;F1;M3
ID_239209;2;2;83.99;R3;F2;M2
ID_239277;3;2;102.02;R2;F2;M3
ID_239554;12;1;30.5;R1;F1;M1
ID_239660;2;4;39.133333333;R3;F3;M1
ID_239731;9;2;117.99;R1;F2;M3
ID_239970;2;7;45.595714286;R3;F3;M1
ID_240014;6;2;43.75;R2;F2;M1
ID_240241;11;1;16.99;R1;F1;M1
ID_240756;7;1;28;R1;F1;M1
ID_241053;1;4;55.975;R3;F3;M2
ID_241266;2;7;76.784285714;R3;F3;M2
ID_241303;9;3;44.193333333;R1;F2;M1
ID_241498;11;2;597.9;R1;F2;M3
ID_241499;1;5;71.984;R3;F3;M2
ID_241623;1;1;48.99;R3;F1;M1
ID_242006;3;4;74.9175;R2;F3;M2
ID_242125;2;4;55.245;R3;F3;M2
ID_2430;11;1;67.99;R1;F1;M2
ID_243254;3;3;29.896666667;R2;F2;M1
ID_243325;11;1;45.49;R1;F1;M1
ID_243331;3;4;240.3675;R2;F3;M3
ID_2437;9;2;30.745;R1;F2;M1
ID_243810;2;2;48;R3;F2;M1
ID_244251;11;1;48;R1;F1;M1
ID_244254;3;1;44.79;R2;F1;M1
ID_244751;6;2;428.495;R2;F2;M3
ID_244815;2;1;43.8;R3;F1;M1
ID_244829;3;8;46.01375;R2;F3;M1
ID_244925;9;3;457.82666667;R1;F2;M3
ID_245135;9;3;26.99;R1;F2;M1
ID_245204;5;2;149.75;R2;F2;M3
ID_245303;3;3;134.83;R2;F2;M3
ID_245944;9;5;46.558;R1;F3;M1
ID_246178;3;1;133.49;R2;F1;M3
ID_246307;2;1;32.49;R3;F1;M1
ID_246563;4;1;284;R2;F1;M3
ID_246585;1;2;28.24;R3;F2;M1
ID_246769;7;2;90.845;R1;F2;M2
ID_246775;6;2;32.7;R2;F2;M1
ID_246809;1;1;60.49;R3;F1;M2
ID_247297;4;2;609.1;R2;F2;M3
ID_247459;1;5;58.858;R3;F3;M2
ID_247478;2;1;66;R3;F1;M2
ID_247531;9;4;58.9175;R1;F3;M2
ID_247767;3;3;104.32333333;R2;F2;M3
ID_247886;5;2;72.295;R2;F2;M2
ID_248069;11;1;694;R1;F1;M3
ID_248308;2;8;218.69375;R3;F3;M3
ID_248476;10;1;106;R1;F1;M3
ID_248630;12;1;56.49;R1;F1;M2
ID_248919;6;1;78.99;R2;F1;M2
ID_249047;1;1;75.8;R3;F1;M2
ID_249141;11;1;43.7;R1;F1;M1
ID_249282;10;1;91.99;R1;F1;M2
ID_249353;2;4;47.8975;R3;F3;M1
ID_249445;1;3;50.543333333;R3;F2;M2
ID_249664;4;4;80.3225;R2;F3;M2
ID_249770;6;2;142.2;R2;F2;M3
ID_250046;3;3;121.32333333;R2;F2;M3
ID_250226;1;4;63.2425;R3;F3;M2
ID_250231;3;4;140.12;R2;F3;M3
ID_250274;6;2;99.5;R2;F2;M2
ID_250294;4;5;47.724;R2;F3;M1
ID_250453;2;8;51.05;R3;F3;M2
ID_250519;9;2;59.095;R1;F2;M2
ID_250550;5;5;47.4;R2;F3;M1
ID_250666;1;4;82.5;R3;F3;M2
ID_250742;1;3;56.393333333;R3;F2;M2
ID_250837;1;1;105;R3;F1;M3
ID_250844;1;12;149.37272727;R3;F3;M3
ID_250931;1;4;52.3175;R3;F3;M2
ID_251130;5;1;309;R2;F1;M3
ID_251415;5;9;98.354444444;R2;F3;M2
ID_251421;4;2;97.445;R2;F2;M2
ID_251529;1;1;21.99;R3;F1;M1
ID_251810;4;2;235.74;R2;F2;M3
ID_251874;11;2;21.49;R1;F2;M1
ID_252077;11;2;95.6;R1;F2;M2
ID_252548;1;2;46.74;R3;F2;M1
ID_252565;12;1;41.99;R1;F1;M1
ID_252583;2;4;39.365;R3;F3;M1
ID_252620;6;1;22.49;R2;F1;M1
ID_252853;2;6;320.085;R3;F3;M3
ID_252935;1;2;136.64;R3;F2;M3
ID_253363;1;1;147.99;R3;F1;M3
ID_253414;11;2;21.05;R1;F2;M1
ID_253433;2;5;56.39;R3;F3;M2
ID_253675;1;3;58.826666667;R3;F2;M2
ID_253774;1;7;61.342857143;R3;F3;M2
ID_253856;1;7;37.851428571;R3;F3;M1
ID_253928;2;2;60.54;R3;F2;M2
ID_253951;1;6;32.5;R3;F3;M1
ID_253960;5;1;50.99;R2;F1;M2
ID_254037;2;7;142.71666667;R3;F3;M3
ID_254536;6;3;107.82333333;R2;F2;M3
ID_254556;1;5;40.894;R3;F3;M1
ID_254707;1;6;149.18666667;R3;F3;M3
ID_255078;4;4;77.17;R2;F3;M2
ID_255171;2;3;44.66;R3;F2;M1
ID_255239;2;2;227.49;R3;F2;M3
ID_255297;5;1;385.49;R2;F1;M3
ID_256183;1;2;262.7;R3;F2;M3
ID_256201;2;5;116.236;R3;F3;M3
ID_256258;10;1;59.3;R1;F1;M2
ID_256579;4;4;159.5275;R2;F3;M3
ID_256591;6;1;54.99;R2;F1;M2
ID_256947;2;5;34.016;R3;F3;M1
ID_256981;2;7;44.78;R3;F3;M1
ID_257020;2;7;133.24666667;R3;F3;M3
ID_257047;1;2;73.97;R3;F2;M2
ID_257245;2;1;83;R3;F1;M2
ID_257439;1;6;595.995;R3;F3;M3
ID_257581;11;2;143.75;R1;F2;M3
ID_257670;3;5;127.312;R2;F3;M3
ID_257805;4;3;32.596666667;R2;F2;M1
ID_257993;2;9;74.88125;R3;F3;M2
ID_258070;2;1;59.99;R3;F1;M2
ID_258131;3;2;98.49;R2;F2;M2
ID_258470;1;4;68.2925;R3;F3;M2
ID_258490;4;4;124.37;R2;F3;M3
ID_258657;10;2;28.35;R1;F2;M1
ID_258818;3;5;40.732;R2;F3;M1
ID_258987;1;5;103.224;R3;F3;M3
ID_259055;11;1;54.99;R1;F1;M2
ID_259202;4;3;115.28333333;R2;F2;M3
ID_259272;1;2;121.495;R3;F2;M3
ID_260251;11;1;68.99;R1;F1;M2
ID_260332;5;1;55.3;R2;F1;M2
ID_260776;6;1;59.99;R2;F1;M2
ID_260840;1;2;55.24;R3;F2;M2
ID_261000;9;1;55.8;R1;F1;M2
ID_261790;6;1;40.99;R2;F1;M1
ID_261891;3;2;21.8;R2;F2;M1
ID_2626;2;2;60.05;R3;F2;M2
ID_262787;6;4;115.595;R2;F3;M3
ID_263206;6;1;112.5;R2;F1;M3
ID_263337;1;7;36.482857143;R3;F3;M1
ID_263402;3;3;43.733333333;R2;F2;M1
ID_263919;11;3;37.693333333;R1;F2;M1
ID_263989;2;4;135.0725;R3;F3;M3
ID_264194;6;2;59.25;R2;F2;M2
ID_264652;3;2;261.145;R2;F2;M3
ID_264797;2;2;586.49;R3;F2;M3
ID_265013;4;1;158;R2;F1;M3
ID_265080;7;3;52.99;R1;F2;M2
ID_265140;10;3;187.39666667;R1;F2;M3
ID_265260;4;5;52.316;R2;F3;M2
ID_266343;1;3;98.196666667;R3;F2;M2
ID_2664;12;1;14.6;R1;F1;M1
ID_266566;3;1;63.6;R2;F1;M2
ID_266706;1;4;228.7475;R3;F3;M3
ID_266896;2;1;53.99;R3;F1;M2
ID_267077;5;1;122.5;R2;F1;M3
ID_267183;7;1;65;R1;F1;M2
ID_267320;4;1;56.99;R2;F1;M2
ID_267490;4;2;141.24;R2;F2;M3
ID_267818;6;1;17.1;R2;F1;M1
ID_267880;2;6;32.78;R3;F3;M1
ID_268074;2;5;103.774;R3;F3;M3
ID_268390;2;1;24.7;R3;F1;M1
ID_268403;9;1;46;R1;F1;M1
ID_269142;7;2;113.745;R1;F2;M3
ID_269288;1;4;277.6325;R3;F3;M3
ID_269388;5;5;227.738;R2;F3;M3
ID_269476;4;3;117.82666667;R2;F2;M3
ID_269669;2;8;77.42;R3;F3;M2
ID_269703;5;1;296.5;R2;F1;M3
ID_270047;9;2;110.74;R1;F2;M3
ID_270153;3;3;399.66666667;R2;F2;M3
ID_270236;11;1;22.49;R1;F1;M1
ID_270292;7;2;49.245;R1;F2;M1
ID_270654;3;1;12.89;R2;F1;M1
ID_270752;7;1;18.2;R1;F1;M1
ID_27077;5;2;12.24;R2;F2;M1
ID_270984;3;2;23.99;R2;F2;M1
ID_271026;3;2;126.595;R2;F2;M3
ID_271265;4;1;46;R2;F1;M1
ID_271524;5;1;627.99;R2;F1;M3
ID_271556;9;5;321.894;R1;F3;M3
ID_271622;11;1;30.99;R1;F1;M1
ID_271637;4;2;172.1;R2;F2;M3
ID_271740;1;5;143.118;R3;F3;M3
ID_272043;4;3;95.363333333;R2;F2;M2
ID_272050;5;2;268.35;R2;F2;M3
ID_272128;11;2;34.2;R1;F2;M1
ID_272197;9;2;161.24;R1;F2;M3
ID_272241;9;2;55.85;R1;F2;M2
ID_272275;3;3;223.89;R2;F2;M3
ID_272329;6;1;84.49;R2;F1;M2
ID_272645;1;3;58;R3;F2;M2
ID_272676;3;2;416.995;R2;F2;M3
ID_272795;1;4;241.8075;R3;F3;M3
ID_272945;1;3;92.833333333;R3;F2;M2
ID_273246;12;1;34.5;R1;F1;M1
ID_273248;3;4;86.4225;R2;F3;M2
ID_273491;1;1;249.99;R3;F1;M3
ID_273635;1;9;94.875;R3;F3;M2
ID_274066;2;2;55.395;R3;F2;M2
ID_274114;6;3;24.576666667;R2;F2;M1
ID_274159;11;4;51.6025;R1;F3;M2
ID_274254;6;2;59.145;R2;F2;M2
ID_274462;2;3;112.33;R3;F2;M3
ID_274603;4;1;104.49;R2;F1;M3
ID_274727;2;2;178.945;R3;F2;M3
ID_274742;2;1;35.8;R3;F1;M1
ID_274779;1;4;178.2425;R3;F3;M3
ID_274800;1;2;115.495;R3;F2;M3
ID_274808;1;5;45.362;R3;F3;M1
ID_274835;4;4;77.2325;R2;F3;M2
ID_275051;1;8;49.5725;R3;F3;M1
ID_275070;2;1;62.99;R3;F1;M2
ID_275072;1;8;23.885714286;R3;F3;M1
ID_275108;7;5;192.26;R1;F3;M3
ID_275118;1;9;200.60777778;R3;F3;M3
ID_275194;3;3;49.56;R2;F2;M1
ID_275334;1;2;274.245;R3;F2;M3
ID_275402;1;2;25.845;R3;F2;M1
ID_275835;2;1;62.99;R3;F1;M2
ID_276151;3;1;236.99;R2;F1;M3
ID_276191;5;1;111.95;R2;F1;M3
ID_276249;2;1;84.99;R3;F1;M2
ID_276315;2;6;63.132;R3;F3;M2
ID_276345;7;3;25.12;R1;F2;M1
ID_276379;3;3;50.763333333;R2;F2;M2
ID_276568;7;2;37.72;R1;F2;M1
ID_276570;6;2;83.24;R2;F2;M2
ID_276601;4;1;179.49;R2;F1;M3
ID_276618;3;4;48.593333333;R2;F3;M1
ID_276659;6;1;177.5;R2;F1;M3
ID_276729;4;4;368.87;R2;F3;M3
ID_276866;1;5;114.492;R3;F3;M3
ID_276991;6;1;77.99;R2;F1;M2
ID_277122;1;3;39.23;R3;F2;M1
ID_277162;2;5;108.618;R3;F3;M3
ID_277281;3;2;43.5;R2;F2;M1
ID_277316;7;1;147;R1;F1;M3
ID_277353;12;1;177;R1;F1;M3
ID_277535;2;2;280.25;R3;F2;M3
ID_277543;1;5;73.738;R3;F3;M2
ID_277679;1;4;53.0675;R3;F3;M2
ID_277766;4;4;34.695;R2;F3;M1
ID_277828;3;3;47.656666667;R2;F2;M1
ID_277879;5;2;191.24;R2;F2;M3
ID_277920;1;2;131.295;R3;F2;M3
ID_278090;3;7;145.42428571;R2;F3;M3
ID_278093;2;8;129.42;R3;F3;M3
ID_278309;5;1;28.99;R2;F1;M1
ID_27961;1;6;64.575;R3;F3;M2
ID_28085;3;3;62.41;R2;F2;M2
ID_284;10;1;120;R1;F1;M3
ID_28977;1;3;192.26333333;R3;F2;M3
ID_290085;9;1;35.8;R1;F1;M1
ID_29056;2;5;58.256;R3;F3;M2
ID_2914;4;1;204.99;R2;F1;M3
ID_29221;10;1;50;R1;F1;M2
ID_2976;11;1;73.2;R1;F1;M2
ID_29850;1;3;24.76;R3;F2;M1
ID_298710;11;1;23.2;R1;F1;M1
ID_298837;2;3;142.89333333;R3;F2;M3
ID_300086;11;1;108.49;R1;F1;M3
ID_302750;2;1;30.99;R3;F1;M1
ID_303667;12;1;45.5;R1;F1;M1
ID_30514;2;1;43.49;R3;F1;M1
ID_30549;7;3;104.73333333;R1;F2;M3
ID_3060;12;1;35.99;R1;F1;M1
ID_30630;6;4;40.1175;R2;F3;M1
ID_306791;3;5;73.332;R2;F3;M2
ID_30690;1;2;403.545;R3;F2;M3
ID_307;2;8;138.755;R3;F3;M3
ID_307034;2;3;24.99;R3;F2;M1
ID_30737;2;1;164.99;R3;F1;M3
ID_30777;7;2;36.475;R1;F2;M1
ID_30962;1;2;57.4;R3;F2;M2
ID_311176;9;1;36.99;R1;F1;M1
ID_31129;11;2;80.2;R1;F2;M2
ID_31135;4;2;95.495;R2;F2;M2
ID_311932;3;4;55.225;R2;F3;M2
ID_31270;2;1;453.99;R3;F1;M3
ID_312756;2;4;105.865;R3;F3;M3
ID_31421;1;1;78;R3;F1;M2
ID_314977;11;1;71.5;R1;F1;M2
ID_31502;4;1;419;R2;F1;M3
ID_316427;1;1;34.94;R3;F1;M1
ID_316873;1;3;39.523333333;R3;F2;M1
ID_31853;4;4;38.8225;R2;F3;M1
ID_318904;5;2;20.69;R2;F2;M1
ID_319336;2;6;103.74;R3;F3;M3
ID_319341;5;3;25.996666667;R2;F2;M1
ID_319413;2;4;70.23;R3;F3;M2
ID_319453;10;1;41.8;R1;F1;M1
ID_319496;1;2;54.245;R3;F2;M2
ID_319547;1;2;23.45;R3;F2;M1
ID_319682;3;5;51.77;R2;F3;M2
ID_319796;2;2;92;R3;F2;M2
ID_319875;3;1;93.99;R2;F1;M2
ID_320164;11;1;28.99;R1;F1;M1
ID_320171;6;1;35.8;R2;F1;M1
ID_320212;7;1;161.2;R1;F1;M3
ID_320332;10;1;35.5;R1;F1;M1
ID_320464;9;2;81;R1;F2;M2
ID_320495;5;2;50.245;R2;F2;M2
ID_320561;7;1;135;R1;F1;M3
ID_320682;1;3;18.823333333;R3;F2;M1
ID_320836;1;3;95.49;R3;F2;M2
ID_320845;12;1;40.5;R1;F1;M1
ID_320920;2;2;56.49;R3;F2;M2
ID_321039;4;4;218.99;R2;F3;M3
ID_321260;2;10;395.342;R3;F3;M3
ID_321332;4;7;146.64142857;R2;F3;M3
ID_321474;1;6;80.865;R3;F3;M2
ID_321777;2;4;29.775;R3;F3;M1
ID_322144;11;1;22.99;R1;F1;M1
ID_322474;4;7;100.64;R2;F3;M3
ID_322515;11;2;265.895;R1;F2;M3
ID_3228;1;6;73.241666667;R3;F3;M2
ID_323010;7;1;77.54;R1;F1;M2
ID_323016;1;3;80.1;R3;F2;M2
ID_323469;1;1;14.29;R3;F1;M1
ID_323514;12;1;171.99;R1;F1;M3
ID_323647;1;6;63.883333333;R3;F3;M2
ID_323726;3;4;106.6675;R2;F3;M3
ID_323787;6;1;60.5;R2;F1;M2
ID_324043;2;2;140;R3;F2;M3
ID_324073;1;5;87.372;R3;F3;M2
ID_324088;7;2;135.525;R1;F2;M3
ID_324126;1;1;121.99;R3;F1;M3
ID_324441;3;1;16.44;R2;F1;M1
ID_324484;5;2;45.475;R2;F2;M1
ID_324680;11;1;694;R1;F1;M3
ID_324704;7;1;78;R1;F1;M2
ID_324737;2;6;64.978333333;R3;F3;M2
ID_324971;4;3;163.54333333;R2;F2;M3
ID_325065;4;2;331.145;R2;F2;M3
ID_325256;6;2;106.49;R2;F2;M3
ID_325422;1;2;40.995;R3;F2;M1
ID_3256;1;3;105.26333333;R3;F2;M3
ID_325730;6;1;93.6;R2;F1;M2
ID_326118;1;3;19.483333333;R3;F2;M1
ID_326186;3;3;35.226666667;R2;F2;M1
ID_326484;7;1;72.6;R1;F1;M2
ID_326660;1;5;81.352;R3;F3;M2
ID_326815;2;7;150.20571429;R3;F3;M3
ID_326884;2;3;69.696666667;R3;F2;M2
ID_327192;1;2;126.79;R3;F2;M3
ID_327204;3;3;62.59;R2;F2;M2
ID_327311;7;1;160.09;R1;F1;M3
ID_327347;3;3;167.3;R2;F2;M3
ID_327630;5;2;15.45;R2;F2;M1
ID_327837;1;2;29.49;R3;F2;M1
ID_328035;2;1;66;R3;F1;M2
ID_328073;3;1;181;R2;F1;M3
ID_328098;2;1;94.8;R3;F1;M2
ID_328683;2;2;97.795;R3;F2;M2
ID_328692;4;4;241.0475;R2;F3;M3
ID_328867;9;2;88.495;R1;F2;M2
ID_328962;6;2;379.875;R2;F2;M3
ID_329100;5;1;92.49;R2;F1;M2
ID_329126;5;3;246.42666667;R2;F2;M3
ID_329548;7;1;71.3;R1;F1;M2
ID_329620;2;3;31.69;R3;F2;M1
ID_329726;12;1;28.99;R1;F1;M1
ID_329901;6;3;31.656666667;R2;F2;M1
ID_329980;1;8;57.62;R3;F3;M2
ID_330060;7;2;67.22;R1;F2;M2
ID_330115;3;2;144.545;R2;F2;M3
ID_330301;1;4;59.615;R3;F3;M2
ID_330436;10;2;119.99;R1;F2;M3
ID_330545;5;3;263.66333333;R2;F2;M3
ID_330774;1;5;44.75;R3;F3;M1
ID_330878;3;4;92.49;R2;F3;M2
ID_330954;4;1;32.49;R2;F1;M1
ID_331081;11;2;216.595;R1;F2;M3
ID_331383;5;2;98.795;R2;F2;M2
ID_331472;3;1;114.49;R2;F1;M3
ID_331616;2;4;78.045;R3;F3;M2
ID_332026;10;1;46.2;R1;F1;M1
ID_33205;1;6;39.648333333;R3;F3;M1
